item_id,game_id
2050919,367233816
1734054,367235715
4802868,367248882
1913554,367278729
5134190,367322717
1263902,367324774
3991727,367568101
1882842,367637700
387414,367907414
1345921,368167255
3450365,368425673
4683193,368440550
3993081,368841090
1386216,369230474
106742,369632622
106154,370505059
3968124,370559102
4023750,370826800
3901073,371177212
841993,371267033
4712342,371323725
4320095,371380665
3738566,371670940
1686875,372283052
404297,372344620
3581811,372918687
4802280,373002953
1705898,373258797
2063292,373750568
3531412,373751016
293346,374143422
2269790,374166033
730324,374226978
1866283,374559518
3978773,374976525
237076,375694800
1562898,375715528
514051,375968612
1684440,376098160
1891373,376129315
751298,376533255
4503852,376555565
2531901,376637764
2237806,376659240
2740307,376949996
1624701,377182568
1461565,377544857
3844964,377617125
2114287,377664389
3048034,377734408
3358820,377883789
453400,378161776
1812250,378290829
3735114,378491005
2044407,378652919
84400,378756466
4418560,378772227
1247347,379424297
1969563,379485289
4632023,379824953
4473980,380290526
4061696,380862211
1706873,381004911
3488746,381118863
407610,381945962
1132774,382010483
931044,382635254
5038146,382679047
4402663,382693659
2962064,382783275
3323002,383152745
1388422,383244367
3034883,384357212
1430817,384367567
3425923,384372078
5679,384405726
1818697,384844988
1822618,384855809
1903110,384864839
3313603,385429453
4583352,385673850
4334235,385706933
3531454,385726463
1217377,385902072
324802,386104577
1309000,386129283
332222,386151503
3688473,386223177
1585267,386260074
1643256,387156198
2968522,387310377
2452885,387320055
5159088,387351111
2500376,387650111
4417361,387851983
4928571,387944315
2953031,388187669
2928801,388615745
4046253,388977544
3065876,389066545
2971911,389361884
2667139,389456852
2393145,389762204
2976687,389983347
3619456,390422167
1372665,390442890
3710028,390817401
3121556,391098251
3068128,391234866
305613,391239935
437789,391294299
2826944,391297152
2279428,391507083
3644430,391545915
2472257,391563661
3935544,391986469
4564039,391988755
2660418,392789372
2948973,392885979
3532599,392918110
2657432,393180444
2332194,393340337
1177587,393467276
3056094,393567084
3967184,393575110
946651,393575527
2070173,393734203
1934938,393917657
1688132,394057299
3713945,394314909
2327305,394633422
4302745,394634657
3662830,395130613
646869,395183271
2913671,395232844
1027890,395928305
2277034,396085661
4070233,396103539
1175547,396346039
3241094,396597126
1850341,396607391
2428956,396837225
4717045,397090691
5049814,397635670
2335149,397836467
1317359,397998531
2006028,398113284
855217,398133128
2842089,398398860
2217534,398884361
3359227,398916179
560931,398941864
2955350,398975927
4472519,399192982
642845,399226597
5154311,399232537
2828948,399710457
829118,400190405
2678166,400213892
4291755,400458573
4889909,400600724
4598217,400627033
4098799,401227598
2136750,401377159
2750042,401468962
4242144,401529229
1242478,401710533
4663975,402131111
2723903,402362706
4908288,402516081
461271,402793509
4022391,403016297
4818655,403728103
4650996,404016931
3418092,404018064
1982857,404019594
2132929,404242044
890987,404515795
2440378,404553553
3822894,404761993
2203246,404768115
2190231,404976414
1358583,405094331
557241,405430582
1340093,405705981
4905597,406328480
1261381,406369517
3603317,406456426
2621260,406479628
778926,406492638
1910706,406516620
4978290,406748411
4416401,406812630
2342307,406839347
2026617,406947559
1265647,407003328
3582347,407010291
4949016,407124620
3241217,407137912
1391781,407201718
510539,407440776
3083031,407653571
3723578,407678003
4757411,407755896
2014138,407771155
2726698,408057561
3442548,408198768
2384317,408219960
100391,408259891
5024882,408302797
863811,408347359
3947413,408470758
4640069,408624898
3796824,408625309
2600649,408625686
1059099,408829853
5015377,408841149
3717564,408854559
4519765,408950034
3864020,409292873
4627188,409567943
1045462,409678376
1268758,409784210
1451706,409833853
1566478,409909263
1073874,409984283
124229,410022507
2234644,410064207
3984897,410067664
1893062,410091935
1278804,410204657
3783653,410290778
3740282,410784366
2298425,411221095
4875259,411270782
3540173,411674051
4985685,411753537
756251,412061659
237758,412089940
1545095,412097279
80579,412157089
2558517,412325632
3958311,412445736
1332406,412502748
2826485,412539922
130862,412654105
3099445,412719734
2808995,412782761
4406528,412792847
3189208,412839962
4373095,412866572
4215869,413107891
1138188,413249836
415998,413427295
3616730,413443169
435287,413483193
1437892,413576141
1792937,413611238
4483211,413642222
3561199,413779660
123989,413936788
4031999,414305870
4753136,414395517
4120269,414396969
3233631,414498557
1071479,414658364
4638593,414723566
1689621,414786592
3938585,414788461
3457648,414870851
2427580,415231898
378758,415236673
1692024,415596610
3149492,415606677
4062786,415611962
3355026,415915620
4010287,415918754
4219427,416254013
1857072,416757122
315911,416766984
4808316,416791138
3371523,417116053
2367945,417579453
1591862,417634445
470623,417715370
2262199,417722771
4423605,417725235
4773509,417726752
1677297,418186982
3039178,418508494
2828564,418510736
3688574,418603735
1806110,418743655
1611215,418784843
4167909,418816633
3264111,418974698
4921034,419242369
3441422,419342105
4045944,419424268
4495092,419568487
5150170,419584432
1484153,419812538
2974493,419878771
2973743,420143542
3867921,420150260
1602165,420263615
1220308,420352842
763873,420374009
3796012,420880715
303755,420903765
153634,421205743
333337,421399481
2329861,421785586
2843275,421864154
3743320,421978997
672087,422274101
1437343,423000476
1479721,423198259
4705547,423402184
4782588,423533300
2922990,423637440
4622270,423637742
2906740,423759279
3843094,423783267
2732998,423911691
4431835,424376330
1477128,424424767
4001416,424610463
3849409,425093062
3386371,425160860
2331370,425200130
3381470,425353652
3083057,425353674
1631499,425440680
248324,425645888
10899,426068335
4751733,426392350
3367752,426415634
1101356,426444406
4043471,426603626
2243461,426892039
4966998,427150724
4992653,427192720
1598074,427419772
1987784,427480057
4541301,427792386
595066,427965905
4369705,428050762
3838839,428143938
3008576,428149193
841034,428552942
2501731,428875551
1208967,429000513
1101984,429102963
2843491,429392137
4715598,429597970
767831,429844857
1066843,429886090
4333209,430139573
675589,430252596
2040903,430656610
4463971,430813415
4785201,430907397
4872807,430920838
4945526,431074398
3506150,431992865
2580489,432012251
4656873,432022189
2905339,432080204
344058,432094282
3643713,432280308
3246783,432432026
898292,432504470
2305737,432631433
1103144,432778305
3968543,432783861
3474345,432827559
1962813,432861835
3923973,432873925
2171595,432878907
4960765,432888433
1118620,432969074
4821468,433045102
2320196,433341409
226821,433843875
1674340,434159374
4258341,434377009
585091,434815663
5155007,435039432
3602674,435285971
4795978,435347306
477044,435371884
806725,435373843
3909833,435798758
843709,435937858
3303427,436096119
4636223,436134281
4226968,436134867
2044513,436636773
2754226,436679941
4752029,436684234
2358177,436691368
4981042,436693646
3858544,437077202
2922665,437080806
4574098,437602797
5160703,437665714
3464539,437978188
4928938,438032206
3832388,438044811
377159,438053238
2317377,438081990
2044478,438178197
3822751,438375580
601373,438422672
4772606,438437326
987588,438669536
4294336,438669885
3667452,438904674
956343,438932271
1573985,439128449
4852598,439248947
4980758,439577614
4865425,439895364
1160380,440119351
3524356,440131973
2368045,440317442
3471238,440480260
1082963,440484760
121154,440513050
3787445,441044224
972831,441057185
3966206,441081314
4813503,441081494
1783293,441192740
4263223,441878713
326278,442103631
4942505,442239737
3057044,442863029
4527261,442916628
2336255,443133595
5014171,443781760
4191175,443812781
1610932,444074459
4944872,444080100
1630357,444268077
13215,444300378
2031423,444691851
1514222,444744743
4413999,445142699
2492167,445291629
1073038,445839722
4765006,445853367
211641,445920294
3328741,446004874
994992,446077182
4385832,446317261
3495548,446664782
2141058,446746358
1371392,446935706
2502456,447029041
3526285,447141523
1427653,447310795
3382431,447579919
2109625,447763775
1260011,447763975
2518716,447946076
560110,448069460
4480969,448162560
121862,448246388
1476040,448289865
4732559,448578286
987077,448833884
1675412,449092176
674429,449354665
464703,449381096
3239327,449753862
955544,450031111
4957656,450524450
2401405,450771879
1813186,451125996
2188381,451126213
2568954,451282075
1841984,451390680
1823719,451687782
2991894,451700364
1569718,451955533
1891642,451994909
3312267,452167352
587013,452181613
4540513,452272978
403385,452535701
3680951,452600957
711637,452679821
2429527,452873323
1700097,452945524
3540075,452963430
2307787,453019676
350762,453127025
830308,453161920
3163184,453216093
4885125,453345888
1116495,453444900
1812835,453447822
1764973,453448185
2831493,453539771
2517500,453782723
229314,453909409
4323817,454496990
411511,454617779
4941692,454637418
2347871,454679700
160761,454696687
1946639,454696716
1105481,454862619
1850256,454924022
1412272,454932115
2160443,455219788
1953193,455534710
3393982,455561606
3749068,455602152
1988014,455671001
3422900,456181455
4258705,456214004
1368903,456259805
4302928,456308088
861614,456532154
3222196,457264709
1519724,457508508
4434462,457622527
1048650,457814774
4806611,457821568
1001015,457854506
2938349,457981017
920858,458645418
4458974,458867396
1532852,458892911
4163766,459020901
1738579,459376086
2853297,459392013
3317388,459407847
1280786,459523211
597136,459653215
743435,459776737
133213,460077581
3542250,460340928
2722313,460818178
2671458,460977611
4044670,461722031
4619745,462201312
2790674,462240529
185422,463227332
1784488,463261648
4426177,463358640
48464,463399129
262896,463401348
112847,463439015
1379885,463644128
248898,463703170
789342,463996372
1731323,464027978
193711,464584047
2795163,464658061
1309628,464658535
1959337,464684139
4672469,464907276
4107272,465325682
4669309,465606654
3879004,465763374
1399328,466284081
8592,466307748
2799998,466399294
1890623,466415651
2860971,466714359
339200,466959928
2764928,467004002
3187323,467324020
1920916,467338170
1283897,467679204
1786471,468327549
255206,468502067
3787255,468569981
441648,468600593
933694,468686957
2250821,468753407
1678841,469024613
201988,469034987
2628702,469322232
4441794,469541179
774739,469579401
1811400,469872924
545005,469940742
2720422,470089645
4777442,470124984
806978,470156573
3638128,470420434
2735021,470423705
4496309,470425181
3913427,470886788
21511,470941542
3539586,471186727
3858460,471245861
3687050,471458190
1691718,471665058
3982770,472562692
866936,472608323
928602,472627111
1826414,472642771
3168200,472686905
679860,472872215
2213230,472896868
2880105,472975302
4200294,473030484
752337,473326170
2239408,473502311
2119947,473532038
3455117,473550276
2415249,473788469
5011227,473900674
3683755,473935475
4702194,474112879
2751084,474177077
1117311,474398606
2823675,474826004
1311990,474826688
4835272,475044936
3818733,475047250
2219722,475118309
4465152,475142320
786013,475176506
2560262,475218064
5015020,475303181
4902325,475349771
4221063,475401686
4681564,475404533
161100,475526910
4712472,475561257
524038,475591751
3848088,475604824
4295758,475725703
3268895,475728716
440126,475730254
2399241,475781010
95312,475866998
4765258,475934512
500854,475991745
782081,476521017
994516,476533159
3068821,476546099
399126,476619050
542350,476776595
2956417,476959551
680275,477039329
3825762,477058068
1079053,477076878
889284,477145478
162088,477431973
1810491,477515534
3896242,477637460
4643259,477913190
2069255,477962962
1418936,477998296
2549724,478016806
1145289,478523928
2913549,478556025
1100169,478595120
3199716,478631481
4586413,478711976
1184265,479420052
4886911,479454041
669133,479500274
723288,479516984
471588,479537318
1990046,479720743
702776,479857475
2006551,479942634
3399340,479963785
417876,480189064
283410,480331444
1793088,480887001
3688286,480941540
3005605,480983124
3708121,481059077
363505,481595322
960908,481776733
647279,481892477
982210,481934327
4748484,481962715
4775711,481963560
3695488,482290578
4334921,482290952
1298403,482299549
1343957,482493247
3159017,482543084
1970239,482912687
2095329,483011479
3522661,483064629
4914158,483297497
4860312,483329121
1523583,483517253
2470496,483581471
3300966,483584037
4007613,483620391
3080593,483737492
233368,483938309
3403645,484039314
1614183,484890443
3977352,485225401
4947400,485650410
2106727,485757471
3831490,485901071
4582488,486113784
3282365,486147363
4030490,486205519
4047327,486271760
2567093,486492042
4641975,486663733
2313739,486692195
777878,487024834
4700038,487025819
656454,487063944
3908819,487110935
4281942,487572681
4952541,487736480
1779649,487851003
2685969,488026817
4923258,488087996
3172018,488562065
4814593,488593588
590894,488593606
1987040,488593715
4239928,488594616
1312903,488803163
3594489,489193253
4978227,489241794
3916598,489265199
3844317,489372720
3643674,489463556
724026,489534877
167362,489684197
2484808,489687640
1470792,489862227
4138494,489884815
2453551,489915587
3724318,490143425
4672889,490148776
4763785,490248104
3932377,490257878
416275,490433276
3172036,490613027
4106960,490625226
1655040,490644912
4867753,490753989
632691,490936265
2706678,491005687
2691816,491279690
1448034,491696533
5022345,491850989
2261669,491983886
546965,492031000
2426568,492079865
2370040,492152072
3887307,492178659
785979,492285538
2158531,492292103
2277850,492293843
2926805,492502890
3665012,492566615
4541139,492619685
1098734,492636451
1694089,492657391
5091694,492670236
4692842,492918779
3005428,493197735
2761782,493235376
2331891,493314561
2567482,493500432
3057261,493789102
1438064,493806952
4866351,493859729
2935489,493859816
4347375,494175019
84691,494252676
1282885,494302506
2730788,494394854
1888079,494473747
5128137,494593169
3441102,494772710
3253987,495029838
4455393,495077699
1808067,495361559
3463289,495488920
4231646,495495818
1213343,495511012
357442,495529560
199218,495637457
2453685,495874849
781936,495958318
4301267,496177647
958663,496239452
46105,496265964
2605126,496329483
9268,496445027
3784288,497243328
3157934,497260695
2187726,497275164
967393,497361607
3852398,497482563
2101968,497640483
4810522,497729218
2626498,497788271
795645,498226132
5157479,498330099
4846012,498568599
4717731,498812738
598644,498837126
853316,498927138
4729047,499200589
1372833,499283436
527637,499427476
4000427,499464613
4688106,499471687
4641318,499552411
3032285,499635050
4641554,499730787
2721547,499852645
3255127,499885330
3508368,500099330
4746204,500288384
1957025,500387023
4795476,500543096
3722036,500880061
1252040,501414326
1534562,501573189
4999927,501575141
4122820,501600720
843210,501944008
4338806,501969623
4330256,502015694
1854484,502497417
3380061,502527403
3458015,502537542
1542418,503087891
1376742,503132420
4714149,503451098
3262659,503583724
1349861,503809326
139710,503809868
2810832,503853677
5008743,504217017
2233928,504245326
956637,504268840
1395258,504300412
976721,504339988
4228546,504472014
4721665,504481239
4597100,504539730
3850477,504572536
3631789,504578852
4546102,504628949
4748355,504797218
4413946,504839878
3459319,504840039
1324986,504984214
4702305,505037441
907979,505044357
4105058,505077368
4066601,505184428
4953077,505304411
1906456,505305861
1059212,505315504
3095445,505430082
1508105,505857104
83028,505857563
4728826,505994113
3815527,506010507
1297129,506103011
1486134,506175943
3975175,506227360
1984816,506322188
3556386,506363171
2706414,506515265
2945436,506533991
5138671,507039696
747168,507105624
1544337,507322020
440887,507384859
2286688,507409247
2311598,507674496
1897081,507805524
1196798,507828762
1651251,507860768
3209415,507874482
1218014,507874651
5017567,507880615
4839658,507975944
1764706,508113022
196878,508215688
3711400,508295389
5132521,508321473
1112334,508350301
2666773,508412579
4652608,508654878
250120,508667420
2703576,509458284
1582123,509695214
677692,509884568
3784620,509888864
4970497,509936274
3780669,510005340
1526250,510486095
383513,510527152
1639429,510685976
1595216,510755149
637218,510904491
3669760,510977626
2822796,511017954
1325249,511018715
3312136,511043353
853500,511244149
3730530,511261472
719165,511273608
836086,511373779
3367814,511679364
3956058,511708434
1734616,511736917
3497124,511759532
4517511,511835923
4543514,511892270
182454,511938214
2184037,511981291
4767253,512146828
353597,512174884
2446514,512203663
1362788,512304427
2369925,512482887
312520,512772066
3835615,512958666
3653617,513228980
3317113,513603251
2934379,513663898
4352507,513799908
3597387,513923063
4981546,513969869
4694999,513970882
2273876,514376756
2215429,514588332
4214247,514593643
4918912,514593712
3034496,514634235
1360555,514839656
233007,515096170
3498337,515237724
2570421,515365347
3782154,515823385
3429691,516378985
3899410,516465368
827307,516497933
4316060,516505295
4601025,516508668
997358,516530156
2713761,516664481
2006845,517536059
986805,517540217
3777334,517568666
1554817,517572166
114608,517602670
2266078,517655468
4771413,517657257
566796,517684333
2004321,517685886
4680508,517860442
455598,517915538
3704551,517995893
2019317,518018730
4310332,518021306
5050084,518069710
2973941,518223464
4656672,518526472
4066289,518563623
3578680,518921502
2053001,519006897
2804742,519007640
2106668,519328867
293797,519386299
1632861,519520229
152191,519695011
2260906,519723618
586400,520117759
2253884,520131576
1941723,520183239
4256593,520345925
823928,520356921
2576490,520359912
3176986,520888863
2169971,521069210
714797,521080851
4778548,521514229
4880986,521629500
4109562,521631278
4932281,521833787
1446218,521884317
2178355,521924761
857323,521993048
4983347,522059729
2952829,522062562
2290719,522064154
4030893,522065666
554155,522089732
4311537,522091903
3561292,522096075
2981089,522237004
3215930,522282725
5129067,522314512
1721715,522389317
3439110,522551995
3760027,522659218
290285,522676007
4467622,523001403
1423027,523003209
4859383,523043918
3356786,523380351
4529256,523430447
1375002,523490663
1724161,523504605
197139,523582987
78800,523660889
3707238,524011825
3369710,524019484
4557765,524220155
2559029,524323547
962676,524392453
2347335,524648970
360967,525091191
3889078,525306046
3892021,525331968
463779,525332234
2565224,525362331
275020,525667519
4284576,525818839
3308684,525986007
1288773,526064033
4074215,526287269
1120968,526669124
4862918,526713081
3150019,526988147
5106241,527007390
4158537,527047840
4051680,527284655
1214840,527344129
76654,527358348
3715404,527536799
2522831,527550856
3372703,527608339
4250819,527866000
3416314,527936929
2393750,527939715
352659,527978883
3085401,528118356
640760,528143599
3331511,528201305
1388090,528616029
4499282,528617628
1247151,528703935
2198730,528857133
4593532,528919633
2214599,528980113
4914348,528991079
2075477,529097615
3327966,529114516
736850,529276087
3121547,529277662
453877,529479190
2532538,529515801
4283735,529560365
4671020,529707960
1139103,529715090
2294653,529829305
2183397,529961657
4211399,530090434
4707756,530865397
1767080,531158560
3119110,531472336
2600731,531473716
1894012,531581046
4629152,531605558
3716878,531610330
2568849,531614832
1581691,531643803
4689777,531674484
2644984,531978796
3682292,532024361
2683654,532108060
3473649,532137941
60076,532138534
2027825,532806406
2791185,532887231
2631612,532983998
1732980,533221949
1137362,533393064
1445405,533414483
4180788,533675388
3830464,533730365
1491028,534179666
4804308,534196475
2990028,534413741
3141154,534414467
1662413,534426331
384299,534467188
742321,534693339
668129,534874806
849225,534902141
3922723,534902985
3864594,535013014
1994286,535049654
3491299,535109023
4364606,535315730
3661367,535463664
1316290,535779172
4538620,535798951
710942,536362518
1006637,536471031
2049136,536707222
637211,537201666
3009854,537583384
1855286,537617688
4367819,537802071
979487,537843443
3200831,537907698
4711763,537916479
596226,537922970
1197,537973041
307898,537978514
2629929,538258369
2352449,538299940
2773092,538343907
2062494,538445895
4080251,539195552
3365399,539427527
4684069,539586550
677866,539633691
4451145,539677845
3431891,539793374
1688436,539807409
4653042,540014390
5071816,540254290
1079539,540314767
2795669,540367363
2019244,540389668
3818586,540803768
4814047,540954420
3042944,541044144
4290204,541067628
1109904,541315814
379375,541366198
4823315,541390710
3345923,541409129
2887571,541505559
958112,541841534
5083191,541846500
4954338,541896503
149203,541928071
4471358,541930426
1400907,541977978
3073396,542397575
1688196,542635542
4068573,542784161
2671362,542836456
1210671,542910773
4175343,542915907
3428714,542917099
3860641,543012893
244265,543032062
4186567,543034216
1129756,543137173
4815235,543688880
1589034,543730197
2536256,543763319
1356331,543822916
2078840,544018782
3219447,544324534
3482593,544328265
687519,544350211
4851280,544353150
4489840,544632674
3653130,544648757
1977240,545016443
1257288,545071430
23549,545123137
4302572,545140828
705557,545205008
2565270,545206252
3442865,545218034
5018161,545577600
2184397,545598460
411864,545607253
4445061,545640777
4500911,545961037
2256614,545961558
52515,546098065
2162278,546101879
2254755,546194834
1043744,546306635
281301,547012000
2091937,547013157
1569562,547246359
679864,547327871
4153467,547400849
1095649,547477183
3298493,547495505
4239095,547566699
1163758,547754730
1575847,547785446
882036,547903788
1085878,548224644
119576,548558985
3324439,548627027
2077259,548959444
2068612,548965425
630805,548970123
2641617,548978253
4844848,548978304
1218504,548978439
2053930,548978651
3752895,548978665
2989516,548978851
1970858,549088875
4335680,549294243
3245931,549432607
4819378,549438741
2295881,549472904
617643,549881316
850738,550041355
4288055,550067264
4474837,550312668
1450520,550850655
4646534,550881679
3892770,550919302
2441285,550923627
3713574,550951488
2695034,551152489
4616616,551277623
3994968,551349982
3075251,551358834
4685779,551361934
5096096,551555854
6416,551560350
1659199,551577303
3211011,551789028
1061335,551905986
3401329,552706412
4033287,552706580
4896193,552717771
1201124,552778857
2908151,552803768
1919283,552848941
809616,552863205
5069542,552864302
3161448,553060813
987677,553181154
3879512,553336097
3930186,553373949
1168967,553398315
2238468,553442078
2675133,553453991
2086401,553746023
4104597,553829746
803419,553853911
2864767,553877830
1744518,553961219
228164,554431479
4526187,554486780
2342353,554788226
1915496,554834149
4817912,554856023
2344164,554977507
3415723,554997599
325355,555050672
3452795,555150599
3350364,555172735
5033906,555261297
3423743,555265373
1824388,555274706
2958216,555322429
1225298,555498867
2973152,555644026
4503784,556014579
10307,556122029
1409136,556184637
2110248,556362131
20159,556482085
1634272,556505196
3319932,556591862
2721889,556666026
3908118,557132829
1187631,557278582
2204577,557552094
2084097,557737164
5123425,557789893
464393,557816608
5071478,558117106
6966,558202790
2638094,558226878
494912,558296417
1795031,558756671
3355175,558796310
3453542,559032900
4194203,559472503
2213682,559587951
3953924,559604153
4343677,559710451
3247213,559736571
4059561,559958986
580072,560072848
535348,560104506
4681225,560114812
4064940,560178257
3215086,560419097
987703,560924785
801566,560969468
3933944,561030519
546562,561157043
3452588,561435724
158929,561438839
5110481,561439093
3161019,561459588
4626655,561521557
615266,561553986
3291890,561590863
2300035,561724184
1220340,561748940
375493,562010187
1881717,562183957
2186523,562593318
4248622,562712913
1401874,562772514
3202875,563017514
3575352,563117064
4636305,563253992
1152089,563297418
578500,563578198
2303234,563718995
1745509,563887660
4682460,564193621
1506915,564486203
2006992,564748913
3244387,564754959
2933279,564769273
3891320,565023223
943231,565026476
1139394,565856303
4549757,565973289
2181807,566038629
517817,566038968
2460006,566056656
3239215,566199224
4973869,566593516
3621143,566815709
4462607,566823626
3783503,566863348
2479149,566871115
502999,566910927
2999952,567362320
10418,567438837
2670475,567583852
474950,567631203
1381037,567644839
4617789,567662174
4367881,567663528
365619,567723770
3415675,567777602
1991893,567859617
1758143,567949948
1411563,567950519
1303056,568022355
3737319,568212992
1510521,568254967
2216147,568264974
2921684,568283923
2425522,568415508
1990499,568416858
2790543,568481383
2096544,568679686
4363274,568758251
3732652,568764523
2861878,568846417
260773,568868930
4050551,568925927
4993203,569360073
18975,569502850
1446306,569515022
3609196,569601150
3508013,569615816
4843825,569641118
1772997,569775187
808112,569840373
942720,569874083
4720892,569928256
4406761,570009139
2530033,570100665
4698996,570553659
1507986,570612110
3877738,570655455
2426361,570772942
3229703,571228179
1988692,571505584
3513500,571596801
3550538,572128073
1854207,572204580
2038815,572342577
2778699,572389719
4599253,572391256
329023,572432485
3624285,572931722
4489434,573130259
2254026,573144583
3293711,573480431
3587703,573536821
3660108,573576947
2830054,573874866
4591070,573901937
3150536,574242942
2810698,574403076
2487368,574868512
697256,574907678
1282204,574910737
280390,574939303
3122457,575239775
1655248,575545127
2188520,575547461
4470029,575590994
387031,575597501
1242107,575694367
253113,575835825
1084201,575852062
2327899,575892257
1126544,575981492
154610,576246209
4382786,576295991
4854953,576302240
2338156,576505181
1122363,576707161
1885579,576732628
3756647,576942941
1431660,576953612
338315,577053259
228766,577170954
1516700,577310883
2743585,577764411
2041103,578072806
1142696,578075914
1029661,578650066
3002400,578650761
3411030,578705207
981118,578747229
2023733,578857797
1457769,579188627
1438412,579343484
4310773,579721088
2402097,579731941
1955639,579761111
4916444,579834455
3800481,579992197
4548328,580039150
429741,580432888
3866317,580446698
732202,580496607
2457207,580699267
4730958,580705978
2043168,580765736
3968510,580787870
1241345,580796152
369027,580968799
327684,580973122
575530,581058096
3075989,581133305
2145867,581362508
2812612,581421411
1040482,581508266
4576843,581613101
240295,581868945
1415828,581912445
2385973,582007711
1622534,582153229
450942,582202768
3635967,582279635
3944615,582581375
898035,582611137
341757,582669643
4194341,582673112
3339274,582697151
4539189,582938241
2842436,583042071
877590,583339491
4151948,583505543
