user_id,item_id,category,behavior_type,timestamp,mapped_id,url,id,name,subtitle,icon url,average user rating,user rating count,price,in-app purchases,description,developer,age rating,languages,size,primary genre,genres,original release date,current version release date
3,0,2520377,pv,1511938318,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
4,0,2520377,cart,1511708716,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
4,0,2520377,pv,1512105704,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
4,0,2520377,pv,1512105737,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
4,0,2520377,pv,1512105777,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
4,0,2520377,pv,1512207849,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
5,0,2520377,pv,1512015606,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
6,0,2520377,pv,1512103822,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
7,0,2520377,fav,1511968262,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
8,0,2520377,pv,1511664291,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
9,0,2520377,pv,1511853289,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
10,0,2520377,pv,1511628336,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
11,0,2520377,fav,1511845253,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
12,0,2520377,pv,1511837474,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
13,0,2520377,pv,1512038030,284921427,https://apps.apple.com/us/app/sudoku/id284921427,284921427,Sudoku,,https://is2-ssl.mzstatic.com/image/thumb/Purple127/v4/7d/23/c6/7d23c660-aba8-308a-05c0-19385a377c0e/source/512x512bb.jpg,1.0,3553.0,1.0000000000000002,,"Join over 21,000,000 of our fans and download one of our Sudoku games today!\n\nMakers of the Best Sudoku Game of 2008, Sudoku (Free), we offer you the best selling Sudoku game for iPhone with great features and 1000 unique puzzles! \n\nSudoku will give you many hours of fun and puzzle solving. Enjoy the challenge of solving Sudoku puzzles whenever or wherever you are using your iPhone or iPod Touch. \n\nOPTIONS\n\nAll options are on by default, but you can turn them off in the Options menu\n\u2022 Show Incorrect :: Shows incorrect answers in red.  \n\u2022 Smart Buttons :: Disables the number button when that number is completed on the game board.   \n\u2022 Smart Notes :: Removes the number from the notes in the box, column, and row that contains the cell with your correct answer.\n\nFEATURES\n\n\u2022 1000 unique handcrafted puzzles\n\u2022 ALL puzzles solvable WITHOUT guessing\n\u2022 Four different skill levels\n\u2022 Challenge a friend\n\u2022 Multiple color schemes\n\u2022 ""ALL notes"": tap the ""All notes"" button on to show all the possible answers for each square.  Tap the ""All notes"" button off to remove the notes.\n\u2022 Hints: shows the answer for the selected square or a random square when one is not selected\n\u2022 Pause the game at any time and resume where you left off\n\u2022 Best times, progress statistics, and much more\n\nDo you want more? Try one of our other versions of sudoku which have all the same great features!\n* Try Color Sudoku for a fun twist to solving sudoku puzzles. \n* For advanced puzzle solving, try Expert Sudoku to challenge your sudoku solving skills.",Mighty Mighty Good Games,4+,"DA, NL, EN, FI, FR, DE, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, ZH",1.0,Games,"Games, Strategy, Puzzle",11/07/2008,30/05/2017
